home_team,away_team,home_rating,away_rating,home_recent_form,away_recent_form,home_goals_avg,away_goals_avg,home_goals,away_goals,result
Saint Lucia,Montserrat,46,30,1.13,6.34,2.11,0.87,0,0,draw
Puerto Rico,Cayman Islands,44,33,-3.97,-0.17,1.74,1.65,1,1,draw
Grenada,Bahamas,52,40,3.58,1.52,1.56,1.78,1,0,home_win
Haiti,Bahamas,69,40,1.91,1.82,2.23,0.91,4,0,home_win
Antigua and Barbuda,Trinidad and Tobago,49,71,1.65,0.84,1.63,1.76,1,4,away_win
Jamaica,Cayman Islands,78,33,2.24,-2.57,2.53,0.9,2,1,home_win
Barbados,Bahamas,48,40,-0.03,5.2,1.42,1.1,2,0,home_win
Jamaica,Guyana,78,55,1.75,1.89,2.51,2.08,3,0,home_win
Trinidad and Tobago,Dominican Republic,71,57,-4.77,0.39,3.2,2.06,3,0,home_win
Jamaica,Martinique,78,59,-1.41,2.33,2.65,1.47,1,0,home_win
Curacao,Bahamas,68,40,0.18,-4.24,2.41,1.12,6,0,home_win
Suriname,Dominican Republic,61,57,-0.55,1.79,2.42,1.71,1,0,home_win
Jamaica,Saint Vincent and the Grenadines,78,45,2.54,-2.84,2.37,1.58,1,0,home_win
Saint Kitts and Nevis,Guyana,51,55,-1.31,4.79,2.02,1.29,1,0,home_win
Bahamas,Suriname,40,61,-2.42,1.32,1.02,2.21,0,1,away_win
Barbados,Curacao,48,68,6.15,-5.54,1.51,2.14,2,2,draw
Saint Kitts and Nevis,Suriname,51,61,1.54,-0.96,1.93,2.43,1,3,away_win
Haiti,Trinidad and Tobago,69,71,-2.4,-6.03,2.83,2.47,0,2,away_win
Saint Kitts and Nevis,Belize,51,45,4.77,-0.27,1.54,1.21,0,1,away_win
Barbados,Puerto Rico,48,44,1.71,3.76,1.35,1.06,0,1,away_win
Bermuda,Puerto Rico,47,44,-6.68,-3.09,1.52,1.1,2,3,away_win
Saint Lucia,Bahamas,46,40,-0.37,-3.32,2.27,1.39,1,0,home_win
Barbados,Martinique,48,59,-0.75,3.97,0.84,2.04,0,1,away_win
Trinidad and Tobago,Jamaica,71,78,-1.64,-1.48,2.31,2.27,3,0,home_win
Trinidad and Tobago,Bermuda,71,47,2.68,2.93,3.1,1.69,1,0,home_win
Cuba,Martinique,62,59,-3.44,3.51,1.14,2.38,2,1,home_win
Bahamas,Bermuda,40,47,3.92,2.99,0.96,1.46,0,1,away_win
Guadeloupe,Grenada,60,52,-2.62,-3.78,1.42,1.09,3,1,home_win
Aruba,Cuba,43,62,-3.61,-0.69,1.49,2.09,2,1,home_win
Guyana,Barbados,55,48,3.24,-1.59,1.79,1.78,2,0,home_win
Guadeloupe,Guyana,60,55,-3.03,3.28,2.3,1.4,0,4,away_win
Saint Kitts and Nevis,Dominican Republic,51,57,-3.33,0.11,1.31,1.59,2,2,draw
Barbados,Bermuda,48,47,-4.61,2.11,1.45,0.95,3,0,home_win
Bahamas,Dominica,40,39,0.2,-6.07,0.44,1.37,2,2,draw
Bahamas,Saint Lucia,40,46,4.67,0.75,1.53,1.57,2,2,draw
Montserrat,Guadeloupe,30,60,-0.25,4.82,1.12,2.15,0,5,away_win
Bermuda,Cayman Islands,47,33,0.76,2.06,1.99,1.25,3,2,home_win
Grenada,Haiti,52,69,4.37,-1.01,1.64,2.61,2,2,draw
Barbados,Dominica,48,39,0.85,4.48,2.16,1.06,0,1,away_win
Guyana,Grenada,55,52,3.86,2.69,1.82,1.54,2,1,home_win
Cuba,Martinique,62,59,-1.53,0.04,1.94,2.04,0,1,away_win
Dominica,Antigua and Barbuda,39,49,-0.82,-0.76,1.43,1.69,1,2,away_win
Saint Vincent and the Grenadines,Belize,45,45,0.84,1.6,1.52,1.44,0,2,away_win
Guyana,Dominican Republic,55,57,-2.53,0.88,2.35,1.83,0,0,draw
Cayman Islands,Haiti,33,69,0.12,-0.99,1.44,2.54,0,5,away_win
Montserrat,Belize,30,45,1.54,-0.78,1.04,1.28,2,1,home_win
Cayman Islands,Dominican Republic,33,57,-5.68,-0.17,0.81,2.1,1,4,away_win
Antigua and Barbuda,Guyana,49,55,1.28,-1.06,1.36,2.21,2,0,home_win
Cuba,Bahamas,62,40,-1.62,-0.02,2.41,1.43,3,2,home_win
Saint Vincent and the Grenadines,Jamaica,45,78,-4.38,-3.12,1.43,1.86,1,1,draw
Guyana,Bahamas,55,40,-2.29,-1.22,1.98,1.54,1,0,home_win
Guadeloupe,Bahamas,60,40,7.17,2.19,2.16,1.24,0,0,draw
Antigua and Barbuda,Montserrat,49,30,2.25,-0.79,1.54,1.13,2,1,home_win
Bahamas,Guyana,40,55,1.54,-2.44,0.67,2.53,2,0,home_win
Saint Vincent and the Grenadines,Guyana,45,55,-2.61,5.9,0.75,1.82,0,0,draw
Belize,Saint Vincent and the Grenadines,45,45,6.84,-0.2,1.58,1.12,1,3,away_win
Haiti,Cayman Islands,69,33,-6.42,4.0,2.58,0.83,2,0,home_win
Guyana,Saint Kitts and Nevis,55,51,-0.72,0.01,1.8,1.37,1,0,home_win
Dominica,Guadeloupe,39,60,-4.63,-3.07,1.29,1.83,1,4,away_win
Cayman Islands,Bahamas,33,40,0.67,-0.04,1.83,0.88,0,3,away_win
Guyana,Cayman Islands,55,33,1.09,-0.39,1.62,1.31,2,0,home_win
Haiti,Dominican Republic,69,57,2.6,-4.28,1.84,2.5,2,0,home_win
Curacao,Martinique,68,59,-0.7,-1.7,2.08,1.91,5,0,home_win
Jamaica,Saint Lucia,78,46,-1.89,1.96,2.54,1.34,1,0,home_win
Cayman Islands,Suriname,33,61,2.08,-3.19,1.18,1.88,0,1,away_win
Suriname,Guyana,61,55,6.03,4.1,2.11,1.84,1,1,draw
Dominica,Guyana,39,55,3.63,-4.64,1.44,1.36,1,0,home_win
Guyana,Suriname,55,61,-2.43,-3.8,2.45,1.14,2,2,draw
Saint Lucia,Curacao,46,68,2.48,0.17,1.85,2.08,0,2,away_win
Montserrat,Cuba,30,62,0.33,2.97,1.0,2.52,1,4,away_win
Suriname,Curacao,61,68,2.08,-1.03,2.33,1.54,1,0,home_win
Barbados,Dominican Republic,48,57,-1.79,1.74,0.75,1.51,0,4,away_win
Dominican Republic,Jamaica,57,78,0.7,-3.54,1.82,2.94,1,5,away_win
Antigua and Barbuda,Saint Kitts and Nevis,49,51,3.66,3.83,1.53,1.27,0,2,away_win
Trinidad and Tobago,Guadeloupe,71,60,-1.86,0.27,2.31,1.41,2,0,home_win
Trinidad and Tobago,Antigua and Barbuda,71,49,-2.75,-0.07,3.23,1.47,4,1,home_win
Dominican Republic,Grenada,57,52,-1.09,1.69,2.31,1.95,2,0,home_win
Montserrat,Trinidad and Tobago,30,71,0.94,-1.31,1.11,2.42,0,3,away_win
Dominican Republic,Cuba,57,62,-0.77,0.08,1.92,1.84,3,0,home_win
Montserrat,Puerto Rico,30,44,-1.81,-4.57,0.99,1.17,0,2,away_win
Cayman Islands,Bahamas,33,40,-0.15,0.52,1.39,1.81,0,1,away_win
Guadeloupe,Antigua and Barbuda,60,49,-6.14,-3.15,1.46,0.99,1,0,home_win
Jamaica,Dominica,78,39,3.81,-2.88,2.53,1.57,2,1,home_win
Dominica,Belize,39,45,-2.53,-5.81,0.9,1.92,1,0,home_win
Bahamas,Belize,40,45,0.99,0.02,1.15,1.86,0,1,away_win
Grenada,Trinidad and Tobago,52,71,4.36,-1.35,1.82,1.97,0,2,away_win
Guadeloupe,Dominican Republic,60,57,-7.49,-1.45,2.3,1.73,1,0,home_win
Belize,Martinique,45,59,0.92,0.8,1.39,1.47,1,2,away_win
Saint Lucia,Saint Vincent and the Grenadines,46,45,-1.48,-3.82,1.75,1.06,0,2,away_win
Bermuda,Haiti,47,69,-2.79,4.57,1.75,2.55,2,3,away_win
Saint Lucia,Suriname,46,61,0.75,-0.77,2.05,1.67,0,0,draw
Guadeloupe,Barbados,60,48,-0.43,-0.76,2.19,1.17,2,2,draw
Antigua and Barbuda,Martinique,49,59,-1.8,-5.65,2.13,1.87,0,0,draw
Guadeloupe,Curacao,60,68,-0.85,1.02,1.69,2.44,1,1,draw
Martinique,Saint Vincent and the Grenadines,59,45,-1.19,-0.07,2.52,2.25,3,0,home_win
Montserrat,Saint Vincent and the Grenadines,30,45,2.14,1.3,1.37,0.98,0,2,away_win
Martinique,Guyana,59,55,-2.96,-0.86,2.3,1.63,1,3,away_win
Saint Kitts and Nevis,Barbados,51,48,-0.02,-3.77,2.12,1.47,1,0,home_win
Puerto Rico,Suriname,44,61,-0.79,3.63,1.87,2.6,2,2,draw
Trinidad and Tobago,Bahamas,71,40,-1.46,-3.0,1.94,1.46,2,0,home_win
Grenada,Curacao,52,68,-2.46,4.05,1.68,2.41,0,2,away_win
Trinidad and Tobago,Dominican Republic,71,57,-1.58,-2.67,2.52,2.03,1,0,home_win
Belize,Cuba,45,62,0.65,-3.85,0.95,1.8,2,1,home_win
Puerto Rico,Antigua and Barbuda,44,49,3.54,-3.17,1.23,1.4,1,2,away_win
Dominica,Saint Kitts and Nevis,39,51,3.39,2.74,1.49,2.22,0,0,draw
Saint Kitts and Nevis,Belize,51,45,-4.36,-0.0,1.39,1.63,2,0,home_win
Curacao,Guyana,68,55,-2.33,2.87,2.04,2.27,2,1,home_win
Barbados,Dominican Republic,48,57,-2.99,-3.66,1.67,1.18,0,0,draw
Cayman Islands,Jamaica,33,78,4.03,5.11,1.06,2.98,0,2,away_win
Antigua and Barbuda,Saint Vincent and the Grenadines,49,45,0.18,-0.13,1.33,1.81,4,1,home_win
Montserrat,Saint Lucia,30,46,-6.2,2.27,1.32,2.14,0,0,draw
Martinique,Grenada,59,52,-4.95,4.2,1.21,1.47,1,1,draw
Dominica,Grenada,39,52,-1.92,3.65,1.2,1.82,0,2,away_win
Barbados,Belize,48,45,1.67,-1.09,0.94,1.09,1,0,home_win
Guyana,Montserrat,55,30,1.74,-0.14,1.27,0.4,2,1,home_win
Martinique,Grenada,59,52,4.17,2.89,1.95,1.96,0,0,draw
Haiti,Cuba,69,62,5.53,2.02,1.82,1.39,1,1,draw
Saint Lucia,Trinidad and Tobago,46,71,-2.45,-2.67,1.69,1.98,1,2,away_win
Curacao,Martinique,68,59,-0.99,-1.28,1.42,1.43,1,0,home_win
Montserrat,Cuba,30,62,0.05,1.99,1.06,2.25,0,3,away_win
Trinidad and Tobago,Barbados,71,48,0.2,-3.05,2.31,1.51,2,0,home_win
Saint Lucia,Antigua and Barbuda,46,49,0.55,-1.99,1.03,1.8,1,0,home_win
Martinique,Saint Vincent and the Grenadines,59,45,-2.11,-2.77,2.38,1.69,4,1,home_win
Grenada,Montserrat,52,30,-2.93,0.44,1.95,0.46,2,0,home_win
Cayman Islands,Aruba,33,43,-4.33,0.86,0.7,1.98,1,1,draw
Bahamas,Aruba,40,43,-1.62,2.78,1.46,1.04,0,0,draw
Suriname,Montserrat,61,30,3.37,-0.69,2.73,1.07,3,0,home_win
Saint Vincent and the Grenadines,Dominica,45,39,1.83,-1.85,1.22,0.88,1,3,away_win
Aruba,Antigua and Barbuda,43,49,-0.19,0.61,1.21,2.05,0,0,draw
Cayman Islands,Trinidad and Tobago,33,71,-5.37,1.46,0.2,2.59,0,5,away_win
Dominica,Jamaica,39,78,2.82,3.24,1.53,2.97,0,1,away_win
Barbados,Guyana,48,55,-0.18,-1.24,1.49,1.95,2,0,home_win
Saint Kitts and Nevis,Antigua and Barbuda,51,49,2.77,-1.68,1.2,1.79,2,1,home_win
Barbados,Guyana,48,55,-4.11,6.67,2.03,2.14,3,2,home_win
Saint Kitts and Nevis,Cayman Islands,51,33,2.38,-4.37,1.75,1.27,2,0,home_win
Aruba,Grenada,43,52,1.73,-3.72,1.82,2.19,2,1,home_win
Bahamas,Saint Vincent and the Grenadines,40,45,4.7,-1.93,1.65,1.11,1,0,home_win
Haiti,Martinique,69,59,-2.15,-3.3,2.5,2.11,2,0,home_win
Cayman Islands,Guadeloupe,33,60,3.4,2.52,0.93,2.39,1,1,draw
Puerto Rico,Cuba,44,62,-3.3,1.05,1.07,2.45,1,2,away_win
Grenada,Montserrat,52,30,-3.85,2.01,1.41,0.78,5,0,home_win
Guyana,Aruba,55,43,1.73,-3.77,1.43,1.19,4,0,home_win
Bahamas,Dominican Republic,40,57,0.08,2.79,1.25,1.55,0,1,away_win
Guyana,Trinidad and Tobago,55,71,-1.67,-0.9,1.97,2.22,0,0,draw
Martinique,Curacao,59,68,-5.03,1.03,2.0,1.87,2,0,home_win
Haiti,Saint Lucia,69,46,-6.12,1.79,1.62,1.51,2,0,home_win
Cuba,Grenada,62,52,-0.93,2.2,2.2,1.75,2,0,home_win
Grenada,Puerto Rico,52,44,5.01,4.38,1.86,1.16,2,0,home_win
Jamaica,Montserrat,78,30,3.93,-6.88,1.85,0.84,5,0,home_win
Saint Vincent and the Grenadines,Bermuda,45,47,-2.68,-1.11,1.84,2.19,0,1,away_win
Bahamas,Barbados,40,48,4.62,1.21,1.65,1.72,2,1,home_win
Antigua and Barbuda,Haiti,49,69,5.57,-0.56,2.31,2.84,0,1,away_win
Curacao,Guyana,68,55,-2.5,-4.46,2.14,1.67,1,1,draw
Puerto Rico,Jamaica,44,78,2.27,2.63,1.25,2.41,0,3,away_win
Guadeloupe,Cayman Islands,60,33,-1.53,0.06,2.62,1.02,3,0,home_win
Cuba,Jamaica,62,78,-1.8,-2.28,1.8,1.81,2,2,draw
Cuba,Trinidad and Tobago,62,71,1.88,1.54,2.24,2.17,1,1,draw
Saint Lucia,Antigua and Barbuda,46,49,-0.6,-1.64,1.8,1.93,1,1,draw
Suriname,Saint Kitts and Nevis,61,51,0.46,-3.58,2.63,1.72,1,0,home_win
Saint Vincent and the Grenadines,Suriname,45,61,-2.34,-2.39,1.26,2.45,1,3,away_win
Cayman Islands,Saint Lucia,33,46,2.05,1.38,0.86,2.68,0,1,away_win
Antigua and Barbuda,Aruba,49,43,-2.38,-1.93,1.58,0.93,3,2,home_win
Dominican Republic,Trinidad and Tobago,57,71,1.63,4.3,2.2,2.26,0,2,away_win
Saint Lucia,Belize,46,45,1.55,-3.45,1.31,1.85,3,2,home_win
Curacao,Saint Vincent and the Grenadines,68,45,-6.55,-0.34,2.13,1.32,2,0,home_win
Barbados,Puerto Rico,48,44,0.1,0.48,1.05,1.36,2,0,home_win
Bahamas,Guyana,40,55,0.83,-0.5,0.94,1.66,0,1,away_win
Saint Vincent and the Grenadines,Haiti,45,69,1.56,-1.06,1.13,3.23,1,3,away_win
Martinique,Guyana,59,55,-1.76,1.75,1.95,2.09,1,1,draw
Saint Kitts and Nevis,Puerto Rico,51,44,-0.91,3.59,1.69,1.8,4,1,home_win
Haiti,Montserrat,69,30,-2.83,-2.77,2.63,0.79,2,1,home_win
Curacao,Trinidad and Tobago,68,71,-1.74,-0.23,2.32,2.08,0,1,away_win
Dominican Republic,Suriname,57,61,1.55,0.61,2.21,1.8,2,1,home_win
Cuba,Haiti,62,69,-5.49,-0.5,2.49,1.78,2,1,home_win
Jamaica,Saint Kitts and Nevis,78,51,1.83,-4.43,2.5,0.96,3,0,home_win
Montserrat,Guadeloupe,30,60,-2.52,0.93,0.65,2.27,1,3,away_win
Saint Kitts and Nevis,Guyana,51,55,-1.91,0.15,1.7,1.33,1,1,draw
Martinique,Jamaica,59,78,-6.53,1.6,2.45,3.5,0,2,away_win
Bahamas,Jamaica,40,78,0.44,-1.86,2.01,2.58,0,0,draw
Saint Vincent and the Grenadines,Montserrat,45,30,-4.49,-0.01,0.93,1.09,1,0,home_win
Puerto Rico,Martinique,44,59,-1.45,-1.17,1.92,1.24,0,0,draw
Cayman Islands,Belize,33,45,2.02,-0.03,0.71,1.49,0,1,away_win
Jamaica,Dominican Republic,78,57,-5.99,1.73,2.67,2.61,4,1,home_win
Saint Vincent and the Grenadines,Saint Lucia,45,46,-0.9,4.94,1.65,1.86,1,1,draw
Antigua and Barbuda,Puerto Rico,49,44,1.92,3.52,1.8,1.97,1,1,draw
Barbados,Saint Lucia,48,46,3.57,1.07,1.67,1.48,5,1,home_win
Guadeloupe,Dominica,60,39,0.72,-3.42,2.11,2.15,3,0,home_win
Saint Lucia,Haiti,46,69,-3.07,-3.15,1.54,2.93,2,2,draw
Belize,Saint Vincent and the Grenadines,45,45,5.75,1.33,0.78,0.96,1,0,home_win
Bahamas,Saint Lucia,40,46,3.2,3.64,1.62,1.77,1,2,away_win
Grenada,Haiti,52,69,2.65,0.41,1.37,3.08,0,1,away_win
Cayman Islands,Haiti,33,69,-1.89,-0.2,1.17,1.73,0,3,away_win
Dominican Republic,Barbados,57,48,-3.91,-1.6,2.35,1.79,1,0,home_win
Guyana,Saint Vincent and the Grenadines,55,45,-0.72,0.84,1.8,1.24,1,2,away_win
Cuba,Martinique,62,59,-2.91,-0.81,2.13,1.9,1,0,home_win
Aruba,Haiti,43,69,-2.96,-3.85,1.76,2.15,1,1,draw
Dominican Republic,Trinidad and Tobago,57,71,1.99,0.15,2.35,2.48,0,2,away_win
Dominican Republic,Cayman Islands,57,33,-2.01,-2.04,0.99,1.24,0,0,draw
Bahamas,Jamaica,40,78,-5.85,0.83,1.74,2.42,0,4,away_win
Saint Lucia,Dominican Republic,46,57,2.85,-2.91,2.39,1.99,2,0,home_win
Puerto Rico,Saint Kitts and Nevis,44,51,-3.2,0.34,1.96,1.52,0,3,away_win
Montserrat,Cuba,30,62,2.4,-3.77,1.12,2.08,1,1,draw
Cuba,Saint Kitts and Nevis,62,51,1.89,-0.37,2.3,1.6,1,0,home_win
Antigua and Barbuda,Dominica,49,39,-6.84,0.86,1.95,1.09,2,0,home_win
Suriname,Haiti,61,69,-1.74,0.28,1.88,1.79,1,1,draw
Saint Kitts and Nevis,Saint Lucia,51,46,-6.31,-6.53,1.87,1.19,3,1,home_win
Dominica,Cayman Islands,39,33,-0.32,1.35,0.96,1.2,1,1,draw
Antigua and Barbuda,Cuba,49,62,-0.61,-4.12,1.74,2.36,1,1,draw
Cuba,Curacao,62,68,-0.48,-7.97,2.24,2.22,2,3,away_win
Curacao,Belize,68,45,-5.77,2.09,2.02,1.55,2,0,home_win
Belize,Montserrat,45,30,1.14,-0.47,1.45,1.1,1,0,home_win
Bahamas,Barbados,40,48,-0.06,2.56,0.93,1.39,3,2,home_win
Bahamas,Bermuda,40,47,-0.32,-4.68,1.57,1.25,0,0,draw
Cayman Islands,Barbados,33,48,-2.05,1.73,1.53,1.62,0,3,away_win
Cuba,Jamaica,62,78,-8.92,2.02,2.12,1.78,1,1,draw
Cayman Islands,Haiti,33,69,2.38,-0.36,0.52,2.69,0,3,away_win
Bahamas,Belize,40,45,1.57,6.54,1.33,1.01,3,2,home_win
Haiti,Grenada,69,52,-3.12,-3.2,2.32,1.46,4,0,home_win
Jamaica,Aruba,78,43,-1.64,-2.05,2.24,1.65,1,0,home_win
Curacao,Belize,68,45,5.51,0.0,1.75,1.18,2,0,home_win
Aruba,Montserrat,43,30,1.14,-4.52,1.5,1.38,2,0,home_win
Jamaica,Guadeloupe,78,60,-3.06,2.66,2.81,2.09,2,1,home_win
Saint Kitts and Nevis,Antigua and Barbuda,51,49,0.01,1.54,1.81,1.77,0,0,draw
Saint Vincent and the Grenadines,Haiti,45,69,1.11,5.94,1.88,2.1,1,0,home_win
Guadeloupe,Haiti,60,69,2.39,-4.82,2.75,2.14,0,1,away_win
Haiti,Suriname,69,61,-0.5,0.04,2.45,1.59,2,0,home_win
Dominica,Haiti,39,69,-4.04,1.9,2.13,2.45,0,0,draw
Montserrat,Grenada,30,52,0.69,-0.96,1.15,1.89,1,1,draw
Grenada,Jamaica,52,78,-3.82,-2.07,1.41,2.53,0,2,away_win
Trinidad and Tobago,Saint Kitts and Nevis,71,51,7.19,1.69,2.04,1.5,2,0,home_win
Puerto Rico,Saint Lucia,44,46,-2.52,-0.9,1.29,1.72,0,0,draw
Belize,Haiti,45,69,-0.05,3.05,1.37,1.62,0,5,away_win
Bermuda,Guyana,47,55,-1.5,2.87,0.64,2.1,0,4,away_win
Guyana,Saint Kitts and Nevis,55,51,-6.85,1.83,2.29,1.66,1,1,draw
Saint Kitts and Nevis,Martinique,51,59,-6.39,-2.39,2.63,1.28,2,1,home_win
Guadeloupe,Trinidad and Tobago,60,71,-2.88,1.32,1.59,2.37,0,1,away_win
Haiti,Dominica,69,39,0.06,1.62,1.71,0.96,2,0,home_win
Antigua and Barbuda,Bermuda,49,47,-1.54,1.61,1.2,1.6,0,1,away_win
Barbados,Suriname,48,61,2.44,4.69,1.53,2.67,1,2,away_win
Haiti,Dominican Republic,69,57,-1.27,1.67,1.18,1.68,2,1,home_win
Dominica,Barbados,39,48,-1.19,-0.17,1.59,1.52,0,0,draw
Dominican Republic,Haiti,57,69,-4.88,-1.32,2.0,2.69,1,0,home_win
Cuba,Suriname,62,61,0.28,6.12,2.09,1.58,1,0,home_win
Bahamas,Cayman Islands,40,33,-0.19,0.23,0.77,1.47,0,0,draw
Cuba,Montserrat,62,30,-0.49,-0.37,2.85,1.31,6,0,home_win
Trinidad and Tobago,Guadeloupe,71,60,5.25,2.03,1.67,2.06,4,1,home_win
Jamaica,Cayman Islands,78,33,0.69,2.72,2.88,0.94,2,0,home_win
Saint Kitts and Nevis,Guyana,51,55,5.35,0.19,1.6,1.29,1,0,home_win
Trinidad and Tobago,Saint Lucia,71,46,3.35,-2.82,2.54,1.11,4,0,home_win
Trinidad and Tobago,Guadeloupe,71,60,-0.02,2.83,2.13,2.32,0,2,away_win
Saint Kitts and Nevis,Barbados,51,48,3.15,-0.56,1.61,1.64,2,0,home_win
Dominican Republic,Puerto Rico,57,44,3.89,2.23,1.47,1.1,0,0,draw
Guyana,Saint Vincent and the Grenadines,55,45,0.91,4.14,0.95,1.07,3,1,home_win
Grenada,Belize,52,45,1.61,4.47,1.39,1.36,0,0,draw
Haiti,Trinidad and Tobago,69,71,-2.74,0.03,1.85,1.43,3,0,home_win
Grenada,Saint Vincent and the Grenadines,52,45,2.27,-1.9,2.17,1.91,4,0,home_win
Aruba,Cayman Islands,43,33,-1.78,2.93,1.38,1.62,1,2,away_win
Cuba,Bermuda,62,47,2.04,2.59,2.29,1.46,7,0,home_win
Grenada,Bahamas,52,40,-1.69,2.49,1.78,1.24,3,0,home_win
Curacao,Aruba,68,43,1.75,0.23,2.31,2.32,3,0,home_win
Montserrat,Antigua and Barbuda,30,49,3.18,-2.94,1.13,1.72,0,2,away_win
Suriname,Trinidad and Tobago,61,71,-2.01,-7.19,2.28,2.04,2,1,home_win
Antigua and Barbuda,Dominican Republic,49,57,1.51,-0.44,2.18,1.96,0,1,away_win
Montserrat,Guyana,30,55,5.9,-0.96,1.12,2.43,0,0,draw
Belize,Haiti,45,69,-5.65,1.39,1.12,2.9,0,2,away_win
Guyana,Antigua and Barbuda,55,49,-2.47,-6.14,1.26,2.19,3,1,home_win
Martinique,Dominican Republic,59,57,2.68,-2.86,2.25,1.99,1,1,draw
Jamaica,Guadeloupe,78,60,-0.32,-1.02,2.37,2.56,2,0,home_win
Guadeloupe,Saint Lucia,60,46,1.49,3.41,1.79,0.73,2,0,home_win
Dominica,Bahamas,39,40,3.25,0.95,1.97,1.35,0,1,away_win
Curacao,Saint Vincent and the Grenadines,68,45,-0.5,-0.57,2.93,1.61,2,0,home_win
Aruba,Bahamas,43,40,2.47,2.68,0.77,1.12,2,1,home_win
Bahamas,Trinidad and Tobago,40,71,-0.77,-0.01,1.08,2.34,0,2,away_win
Antigua and Barbuda,Guadeloupe,49,60,-1.86,-1.44,1.87,1.54,0,3,away_win
Dominica,Puerto Rico,39,44,6.25,2.98,0.79,1.77,0,2,away_win
Dominica,Cuba,39,62,1.28,-3.32,1.86,1.87,1,3,away_win
Grenada,Saint Vincent and the Grenadines,52,45,5.49,3.13,1.61,1.33,3,0,home_win
Haiti,Saint Lucia,69,46,1.92,-4.39,2.92,1.23,3,0,home_win
Martinique,Aruba,59,43,4.7,-1.39,1.3,1.43,0,0,draw
Barbados,Saint Vincent and the Grenadines,48,45,-0.05,-4.65,1.42,1.05,2,1,home_win
Martinique,Jamaica,59,78,5.08,3.85,2.47,2.45,0,1,away_win
Grenada,Trinidad and Tobago,52,71,-3.11,3.68,2.74,2.14,1,2,away_win
Curacao,Saint Vincent and the Grenadines,68,45,-4.06,-0.61,1.83,1.63,4,0,home_win
Bermuda,Antigua and Barbuda,47,49,-1.07,-0.5,1.71,1.57,0,1,away_win
Suriname,Martinique,61,59,-3.83,-1.33,1.89,2.68,2,1,home_win
Bahamas,Guyana,40,55,3.59,-4.19,1.23,1.63,1,0,home_win
Guadeloupe,Suriname,60,61,-2.29,3.54,2.26,2.5,0,1,away_win
Trinidad and Tobago,Guyana,71,55,-2.07,1.29,1.83,2.18,5,0,home_win
Suriname,Barbados,61,48,3.81,0.78,2.3,1.3,1,0,home_win
Guadeloupe,Curacao,60,68,1.13,-1.63,1.94,2.14,1,2,away_win
Suriname,Belize,61,45,1.53,1.69,2.42,2.14,0,0,draw
Dominica,Guyana,39,55,2.03,-3.71,1.28,1.53,2,3,away_win
Haiti,Guadeloupe,69,60,6.03,0.95,1.72,2.47,1,0,home_win
Barbados,Trinidad and Tobago,48,71,5.59,0.86,1.58,2.13,2,2,draw
Montserrat,Saint Vincent and the Grenadines,30,45,-0.06,8.27,1.41,1.45,0,0,draw
Cuba,Trinidad and Tobago,62,71,1.27,6.63,1.34,2.16,1,1,draw
Suriname,Dominican Republic,61,57,-2.81,-1.05,1.23,1.52,5,3,home_win
Barbados,Antigua and Barbuda,48,49,-1.44,-1.53,1.48,1.59,2,1,home_win
Guyana,Bermuda,55,47,-0.83,6.25,2.25,1.33,3,1,home_win
Trinidad and Tobago,Aruba,71,43,-3.41,-0.18,2.5,1.34,1,0,home_win
